[22518.970207] foreground_evict = 0
[22518.970210] background_evict = 0
[22518.970211] foreground_refault = 0
[22518.970213] background_refault = 0
[22518.970214] foreground_fault = 0
[22518.970215] background_fault = 0
[22524.176023] google_charger: usbchg=USB typec=C usbv=4884 usbc=488 usbMv=5000 usbMc=500
[22524.176126] sm8150_bms: MSC_PCS chg_state=1f4113004010009 [0x9:4:1:4400:500] chg=u
[22524.176142] google_battery: MSC_DIN chg_state=1f4113004010009 f=0x9 chg_s=Charging chg_t=Taper vchg=4400 icl=500
[22524.180239] google_battery: MSC_LAST vbatt=4392031 ibatt=-128750 fv_uv=4400000
[22524.180266] google_battery: MSC_LOGIC cv_cnt=0 ov_cnt=0 temp_idx:2->2, vbatt_idx:2->2, fv=4400000->4400000, cc_max=1400000
[22524.180281] google_battery: MSC_VOTE fv_uv=4400000 cc_max=1400000 update_interval=30000
[22524.180342] google_charger: MSC_CHG fv_uv=4400000, cc_max=1400000, rerun in 30000 ms (0)
[22524.365045] sm8150_bms: MSC_PCS chg_state=1f4112403010015 [0x15:3:1:4388:500] chg=u
[22524.373878] healthd: battery l=100 v=4380 t=31.1 h=2 st=5 c=7 fc=2878000 cc=7 chg=u
[22524.374126] google_charger: usbchg=USB typec=C usbv=4869 usbc=487 usbMv=5000 usbMc=500
[22524.374243] sm8150_bms: MSC_PCS chg_state=1f4112403010015 [0x15:3:1:4388:500] chg=u
[22524.374260] google_battery: MSC_DIN chg_state=1f4112403010015 f=0x15 chg_s=Charging chg_t=Fast vchg=4388 icl=500
[22524.377470] google_battery: MSC_DSG vbatt_idx:2->2 vbatt=4380937 ibatt=7187 fv_uv=4400000 cv_cnt=0 ov_cnt=0
[22524.377551] google_battery: MSC_LOGIC cv_cnt=0 ov_cnt=0 temp_idx:2->2, vbatt_idx:2->2, fv=4400000->4400000, cc_max=1400000
[22524.377556] google_battery: MSC_VOTE fv_uv=4400000 cc_max=1400000 update_interval=30000
[22524.377588] google_charger: MSC_CHG fv_uv=4400000, cc_max=1400000, rerun in 30000 ms (0)
[23954.758404] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7228f000
[23954.758418] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72290000
[23954.758433] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72291000
[23954.758447] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72292000
[23954.758461] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72293000
[23954.758475] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72294000
[23954.758487] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72295000
[23954.758500] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72296000
[23954.758512] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72297000
[23954.758525] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72298000
[23954.758539] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72299000
[23954.758553] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7229a000
[23954.758567] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7229b000
[23954.758580] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7229c000
[23954.758593] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7229d000
[23954.758608] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7229e000
[23954.758621] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7229f000
[23954.758636] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722a0000
[23954.758800] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722a1000
[23954.758817] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722a2000
[23954.758832] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722a3000
[23954.758847] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722a4000
[23954.758859] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722a5000
[23954.758873] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722a6000
[23954.758885] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722a7000
[23954.758899] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722a8000
[23954.758912] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722a9000
[23954.758926] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722aa000
[23954.758938] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722ab000
[23954.758952] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722ac000
[23954.758965] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722ad000
[23954.758979] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722ae000
[23954.758991] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722af000
[23954.759004] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722b0000
[23954.759019] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722b1000
[23954.759031] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722b2000
[23954.759044] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722b3000
[23954.759059] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722b4000
[23954.759073] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722b5000
[23954.759087] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722b6000
[23954.759100] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722b7000
[23954.759114] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722b8000
[23954.759128] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722b9000
[23954.759142] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722ba000
[23954.759157] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722bb000
[23954.759170] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722bc000
[23954.759183] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722bd000
[23954.759194] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722be000
[23954.759205] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722bf000
[23954.759218] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722c0000
[23954.759362] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722c1000
[23954.759377] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722c2000
[23954.759387] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722c3000
[23954.759400] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722c4000
[23954.759413] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722c5000
[23954.759428] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722c6000
[23954.759441] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722c7000
[23954.759455] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722c8000
[23954.759469] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722c9000
[23954.759482] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722ca000
[23954.759495] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722cb000
[23954.759509] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722cc000
[23954.759521] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722cd000
[23954.759534] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722ce000
[23954.759545] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722cf000
[23954.759558] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722d0000
[23954.759571] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722d1000
[23954.759583] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722d2000
[23954.759596] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722d3000
[23954.759609] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722d4000
[23954.759625] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722d5000
[23954.759635] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722d6000
[23954.759649] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722d7000
[23954.759663] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722d8000
[23954.759674] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722d9000
[23954.759686] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722da000
[23954.759697] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722db000
[23954.759712] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722dc000
[23954.759725] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722dd000
[23954.759737] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722de000
[23954.759751] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722df000
[23954.759765] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722e0000
[23954.759825] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722e1000
[23954.759837] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722e2000
[23954.759851] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722e3000
[23954.759864] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722e4000
[23954.759878] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722e5000
[23954.759889] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722e6000
[23954.759898] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722e7000
[23954.759910] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722e8000
[23954.759922] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722e9000
[23954.759934] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722ea000
[23954.759945] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722eb000
[23954.759960] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722ec000
[23954.759974] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722ed000
[23954.759987] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722ee000
[23954.759999] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722ef000
[23954.760011] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722f0000
[23954.760026] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722f1000
[23954.760039] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722f2000
[23954.760054] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722f3000
[23954.760065] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722f4000
[23954.760079] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722f5000
[23954.760090] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722f6000
[23954.760100] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722f7000
[23954.760111] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722f8000
[23954.760123] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722f9000
[23954.760138] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722fa000
[23954.760152] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722fb000
[23954.760165] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722fc000
[23954.760178] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722fd000
[23955.157614] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722fe000
[23955.157669] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e722ff000
[23955.157697] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72300000
[23955.157724] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72301000
[23955.157751] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72302000
[23955.157777] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72303000
[23955.157799] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72304000
[23955.157929] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72305000
[23955.157960] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72306000
[23955.157988] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72307000
[23955.158017] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72308000
[23955.158045] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72309000
[23955.158070] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7230a000
[23955.158097] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7230b000
[23955.158122] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7230c000
[23955.158149] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7230d000
[23955.158172] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7230e000
[23955.158197] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7230f000
[23955.158223] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72310000
[23955.158250] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72311000
[23955.158349] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72312000
[23955.158377] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72313000
[23955.158400] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72314000
[23955.158427] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72315000
[23955.158451] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72316000
[23955.158476] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72317000
[23955.158502] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72318000
[23955.158530] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72319000
[23955.158559] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7231a000
[23955.158587] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7231b000
[23955.158616] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7231c000
[23955.158698] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7231d000
[23955.158733] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7231e000
[23955.158765] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7231f000
[23955.158801] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72320000
[23955.158831] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72321000
[23955.158861] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72322000
[23955.158887] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72323000
[23955.158912] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72324000
[23955.158940] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72325000
[23955.158969] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72326000
[23955.159001] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72327000
[23955.159033] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72328000
[23955.159062] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72329000
[23955.159087] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7232a000
[23955.159119] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7232b000
[23955.159328] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7232c000
[23955.159357] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7232d000
[23955.159384] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7232e000
[23955.159411] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7232f000
[23955.159438] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72330000
[23955.159466] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72331000
[23955.159493] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72332000
[23955.159520] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72333000
[23955.159545] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72334000
[23955.159569] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72335000
[23955.159595] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72336000
[23955.159621] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72337000
[23955.159649] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72338000
[23955.159675] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72339000
[23955.159701] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7233a000
[23955.159726] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7233b000
[23955.159752] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7233c000
[23955.159779] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7233d000
[23955.159805] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7233e000
[23955.159831] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7233f000
[23955.159857] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72340000
[23955.159883] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72341000
[23955.159910] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72342000
[23955.159937] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72343000
[23955.159964] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72344000
[23955.159991] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72345000
[23955.160016] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72346000
[23955.160042] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72347000
[23955.160069] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72348000
[23955.160102] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72349000
[23955.160129] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7234a000
[23955.160154] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7234b000
[23955.160308] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7234c000
[23955.160337] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7234d000
[23955.160362] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7234e000
[23955.160388] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7234f000
[23955.160413] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72350000
[23955.160438] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72351000
[23955.160467] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72352000
[23955.160493] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72353000
[23955.160517] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72354000
[23955.160541] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72355000
[23955.160568] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72356000
[23955.160595] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72357000
[23955.160619] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72358000
[23955.160646] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72359000
[23955.160670] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7235a000
[23955.160695] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7235b000
[23955.160720] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7235c000
[23955.160746] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7235d000
[23955.161164] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7235e000
[23955.161194] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7235f000
[23955.161220] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72360000
[23955.161256] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72361000
[23955.161281] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72362000
[23955.161306] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72363000
[23955.161329] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72364000
[23955.161362] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72365000
[23955.161385] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72366000
[23955.161410] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72367000
[23955.161433] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72368000
[23955.161457] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72369000
[23955.161483] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7236a000
[23955.161506] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7236b000
[23955.161529] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7236c000
[23955.161554] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7236d000
[23955.161579] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7236e000
[23955.161602] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7236f000
[23955.161628] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72370000
[23955.161652] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72371000
[23955.161678] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72372000
[23955.161700] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72373000
[23955.161724] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72374000
[23955.161746] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72375000
[23955.161772] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72376000
[23955.161797] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72377000
[23955.161819] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72378000
[23955.161843] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72379000
[23955.161870] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7237a000
[23955.161894] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7237b000
[23955.161916] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7237c000
[23955.161938] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7237d000
[23955.162125] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7237e000
[23955.162153] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7237f000
[23955.162176] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72380000
[23955.162197] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72381000
[23955.162222] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72382000
[23955.162244] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72383000
[23955.162267] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72384000
[23955.162290] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72385000
[23955.162313] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72386000
[23955.162337] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72387000
[23955.162358] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72388000
[23955.162381] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72389000
[23955.162403] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7238a000
[23955.162428] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7238b000
[23955.162450] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7238c000
[23955.162470] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7238d000
[23955.162492] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7238e000
[23955.162512] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7238f000
[23955.162533] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72390000
[23955.162554] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72391000
[23955.162576] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72392000
[23955.162596] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72393000
[23955.162619] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72394000
[23955.162641] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72395000
[23955.162664] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72396000
[23955.162686] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72397000
[23955.162713] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72398000
[23955.162739] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e72399000
[23955.162764] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7239a000
[23955.162793] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7239b000
[23955.162989] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7239c000
[23955.163012] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7239d000
[23955.163032] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7239e000
[23955.163052] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7239f000
[23955.163074] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723a0000
[23955.163093] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723a1000
[23955.163114] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723a2000
[23955.163135] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723a3000
[23955.163157] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723a4000
[23955.163178] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723a5000
[23955.163199] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723a6000
[23955.163222] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723a7000
[23955.163243] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723a8000
[23955.163264] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723a9000
[23955.163287] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723aa000
[23955.163308] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723ab000
[23955.163329] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723ac000
[23955.163350] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723ad000
[23955.163372] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723ae000
[23955.163393] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723af000
[23955.163415] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723b0000
[23955.163436] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723b1000
[23955.163455] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723b2000
[23955.163478] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723b3000
[23955.163501] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723b4000
[23955.163523] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723b5000
[23955.163544] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723b6000
[23955.163565] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723b7000
[23955.163586] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723b8000
[23955.163606] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723b9000
[23955.163628] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723ba000
[23955.163828] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723bb000
[23955.163848] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723bc000
[23955.163869] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723bd000
[23955.163892] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723be000
[23955.164264] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723bf000
[23955.164293] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723c0000
[23955.164323] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723c1000
[23955.164349] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723c2000
[23955.164375] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723c3000
[23955.164401] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723c4000
[23955.164426] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723c5000
[23955.164447] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723c6000
[23955.164470] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723c7000
[23955.164492] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723c8000
[23955.164514] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723c9000
[23955.164537] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723ca000
[23955.164558] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723cb000
[23955.164581] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723cc000
[23955.164601] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e723cd000
